rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
3.0,Good student job,"Current Employee, less than 1 year",Perfect for student part time job. Great advantages.,No possibility to upgrade or have a full time position.,,x,r,r,3,4,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-12, Anonymous Employee,
4.0,"It was okay for the summer, good enough pay.",Former Employee,The food court is great.,High stress at the glasses department,,v,v,r,3,4,5,5,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-17, Optician Assistant,
4.0,Awesome,"Former Employee, more than 8 years",Fantastic pay at Costco but flexible must,Whoever flexible for any hours fantastic place to join . Great pay.,,v,o,v,1,5,3,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-02, Member Service,
4.0,Great company,"Current Employee, more than 3 years","Benefits , Decent Pay, Hours are flexible etc",Typical Retail Issues. Members are mean,,v,x,v,3,3,2,5,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-20, Front End Assistant,
5.0,great benefits,"Former Employee, less than 1 year","great benefits, good pay,  loved my coworkers",nothing too bad! just the usual shift issues,,v,v,r,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-02, Anonymous Employee,
4.0,A good place to work,"Former Employee, less than 1 year","* good people
* entry level
* decent wage","* early mornings
* need to move fast",,o,r,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-12, Stocker,
4.0,very fun,"Current Employee, more than 1 year","laid back, fun experience, make new friends, everyone is friendly","hard work, hot days, lots of members",,o,o,o,2,3,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-06, Front End Assistant,
4.0,Good People,"Former Employee, less than 1 year","Fun, Fast-Paced, Energetic Team, Fun(ny) people to work with.","Early Mornings, Deadlines, Fast-Paced, Can be boring",,v,r,v,3,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-15, Morning Stocker,
3.0,High wage,"Former Employee, more than 1 year",The wage is higher than the minimum wage.,They ask you to work on holidays and weekends,,o,o,o,2,1,2,2,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-02, Front End Cashier,
4.0,Rewarding yet challenging,"Former Employee, more than 3 years","Benefits, excellent pay, opportunities to progress in some locations","Cliques, promotion by seniority over ability",,v,v,v,3,4,2,2,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-18, Vault Associate,
5.0,Best company  to work,Former Employee,Good chance for very hard working,Best customer service n good management,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-17, Packaging Operator,
4.0,Great service,Current Employee,"Friendly, flexible working hours and days",They require a full on attention to the job,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-06, Inventory Control Specialist,
5.0,Great place to gain experience,"Current Employee, more than 1 year","great management, friendly staff, good training",gas station was short staffed,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-14, Gas Station Attendant,
5.0,Costco,"Former Employee, more than 5 years","Great coworkers
Excellent working environment","Too hectic
Not enough employees at times
Too many people",,v,r,v,5,4,4,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-20, Front End Assistant,
3.0,"wasnt the best, nor the worst",Former Employee,chance to rise within promotions.,not very flexible in terms of scheduling,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-22, Anonymous Employee,
4.0,Busy,"Former Employee, less than 1 year","Sunday extra pay $2/hour.
Vacation/ Medical","Gets really busy, not worth for sessional with lower pay compared.",,x,o,r,3,2,3,3,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-19, Cashier Assistant,
3.0,It was ok,Former Employee,Best place to work if you are a people person,Management was a lil iffy,,o,o,o,3,4,4,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-29, Warehouse Sorter,
5.0,Great Culture,"Former Employee, more than 1 year","Flexibility
Benefits is great for all employees",Management plays favourites which can be tough,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-20, Anonymous Employee,
3.0,So-so,Current Employee,"- Co-workers 
- vacation time","- management 
- schedule 
- feels like a high school
- retaliation",,o,o,r,2,3,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-11, Cashier,
3.0,Stable but no progress,"Current Employee, more than 1 year","Stability , No pressure ,Job security",No progress or recognition or pay increase,,x,x,r,1,2,2,4,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-15, Control Systems Engineer,
5.0,Front end clerk,"Current Employee, more than 1 year",Super friendly atmosphere great place to work,repetitive and can get monotonous,,v,v,v,3,4,4,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-17, Front End Cashier,
2.0,gbonyo,Current Employee,better salaries for everybody wei dey the office,too much work for everybody wei dey the office,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-24, Manager,
4.0,Good,"Current Employee, less than 1 year",Good pay and okay hours,Hours could be better. Staff could be better with welcoming,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-08, Pharmacy Technician,
3.0,Early mornings,Former Employee,You are always kept busy,"Early hours, management not always on the same page",,v,o,o,4,4,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-03, Stocker,
4.0,Great jobs for hard workers,"Former Employee, more than 1 year",everything including pay and benefits,poor managers dont get fired,,o,o,o,4,4,3,2,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-18, Bakery Clerk,
4.0,Cashier,"Former Employee, more than 1 year","Treated well, good pay, extra pay on sundays",I have nothing bad to say,,v,r,r,3,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-21, Cashier,
5.0,Great place,Former Employee,Great place to work at!,nothing bad to say about the company,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-04, Food Service Associate,
5.0,Great people,"Current Employee, more than 1 year",Good pay for new hires,Workload could be tough sometimes at night,,v,v,v,5,5,4,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-10, Bakery Team Member,
4.0,Good place to work,Former Employee,"Benefits, open door policy, fun co-workers",Lunch room is too cold.,,v,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-18, Font End Cashier,
3.0,Good,"Current Employee, more than 1 year",Good pay and benefits. Good scheduling,Micro management. Long hours. Short breaks,,v,r,r,5,4,2,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-20, Merchandiser,
3.0,Forklift,"Former Employee, more than 8 years",Benefits and pay are ok,Management not good at keeping ppl happy,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-19, Forklift Driver,
3.0,Decent extra work,Former Employee,Holiday extra work available on ften,Low pay far locations early hours,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-23, Stocker,
5.0,Good,"Current Employee, more than 3 years","Good people, good benefits, good pay","Long hours, intense working, working conditions",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-25, Merchandiser,
3.0,Cashier,"Current Employee, more than 5 years",Good benefits for you and family,"Bad management , don’t care about your life",,x,r,x,4,4,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-06, Cashier,
5.0,great place,Former Employee,so much food for samples,nothing bad to say about it,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-29, Anonymous Employee,
3.0,Highest paying for students,Current Employee,very busy pharmacy to work at,very rude patients at times,,o,o,o,2,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-31, Pharmacy Student,
5.0,Great company!,Current Employee,They really care about their employees!,Nothing major but very busy.,,v,v,v,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-11, Anonymous Employee,
5.0,Excellent company,Current Employee,"Great wages, bonuses and benefits",Schedule can be difficult at times,,o,v,o,5,5,4,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-14, Baker,
3.0,Fast pace job,"Former Employee, less than 1 year",energetic atmosphere time goes by quickly,"late shift, forget about weekends",,o,o,o,3,4,3,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-08, Sales,
5.0,Yeahh,Current Employee,Damn good!! Really happy about it,Nothing Really to complain about,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-18, Arts,
4.0,Salary,"Current Employee, less than 1 year",Good benefits in the warehouse,Late shifts to cover every week,,o,o,o,4,5,4,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-31, Corporate Travel Counselor,
4.0,Good,"Former Employee, more than 1 year","Good work environment, good managment","Not enough pay, can be tiring",,o,o,o,3,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-15, Sales Associate,
3.0,Good job,Current Employee,I have no pros to say,no problems with the company,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-28, Anonymous Employee,
3.0,good,Former Employee,good good good good good,none it was a good place,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-01, Night Stocker,
4.0,Costco,"Current Employee, more than 1 year",Strong company many opportunities,"Same place always 
Very Cold",,v,v,v,4,5,4,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-21, Deli Clerk,
3.0,Great,Former Employee,"Management ready to help
Good salary","Early shift,sometimes less hours
Physical work",,v,v,v,,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-11, Merchandiser,
1.0,Life at Costco,"Current Employee, more than 1 year",There are really no pro's other than making a living (earning money),"The management, culture and values of",,o,o,o,1,1,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-14, Front End Assistant,
3.0,Management Could Use Work,"Current Employee, more than 1 year","Location, experience in day time TV","Asked to do others jobs not qualified to do, not paid well for amount of work, hours are insane",,x,o,x,2.0,2.0,2.0,2.0,2.0,,https://www.glassdoor.com/Reviews/Stage-29-Productions-Reviews-E467475.htm,2020-09-10, Production Assistant,
